hq_id,original_file,identity,split,image_path
4980,065915.jpg,3762,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\4980.jpg
4981,017332.jpg,4923,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\4981.jpg
4982,106252.jpg,1092,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\4982.jpg
4983,111407.jpg,2883,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\4983.jpg
4984,089570.jpg,8089,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\4984.jpg
4985,049639.jpg,8701,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\4985.jpg
4986,114928.jpg,4238,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\4986.jpg
4987,055022.jpg,7066,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\4987.jpg
4988,074702.jpg,8100,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\4988.jpg
4989,148520.jpg,8100,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\4989.jpg
4990,162284.jpg,4860,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\4990.jpg
4991,188408.jpg,8415,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\4991.jpg
4992,011639.jpg,2728,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\4992.jpg
4993,055762.jpg,475,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\4993.jpg
4994,096309.jpg,6624,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\4994.jpg
4995,076029.jpg,7021,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\4995.jpg
4996,026181.jpg,4960,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\4996.jpg
4997,021422.jpg,4154,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\4997.jpg
4998,066085.jpg,2095,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\4998.jpg
4999,179845.jpg,209,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\4999.jpg
5000,065882.jpg,8424,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5000.jpg
5001,106934.jpg,8521,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5001.jpg
5002,056802.jpg,322,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5002.jpg
5003,183357.jpg,7883,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5003.jpg
5004,168687.jpg,4537,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5004.jpg
5005,156389.jpg,782,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5005.jpg
5006,101683.jpg,3043,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5006.jpg
5007,046091.jpg,562,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5007.jpg
5008,150113.jpg,1523,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5008.jpg
5009,089203.jpg,5024,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5009.jpg
5010,070737.jpg,8722,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5010.jpg
5011,022945.jpg,2861,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5011.jpg
5012,056343.jpg,7411,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5012.jpg
5013,167579.jpg,4537,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5013.jpg
5014,173963.jpg,2094,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5014.jpg
5015,081197.jpg,4826,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5015.jpg
5016,164312.jpg,2195,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5016.jpg
5017,173763.jpg,1037,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5017.jpg
5018,101487.jpg,7013,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5018.jpg
5019,154940.jpg,7764,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5019.jpg
5020,183256.jpg,6992,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5020.jpg
5021,144815.jpg,9945,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5021.jpg
5022,067704.jpg,8009,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5022.jpg
5023,080287.jpg,2562,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5023.jpg
5024,202296.jpg,7429,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5024.jpg
5025,154264.jpg,684,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5025.jpg
5026,038143.jpg,2861,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5026.jpg
5027,001989.jpg,896,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5027.jpg
5028,178452.jpg,4055,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5028.jpg
5029,152920.jpg,5917,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5029.jpg
5030,015248.jpg,394,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5030.jpg
5031,187883.jpg,6857,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5031.jpg
5032,100721.jpg,380,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5032.jpg
5033,054843.jpg,9211,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5033.jpg
5034,084567.jpg,1113,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5034.jpg
5035,000201.jpg,3298,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5035.jpg
5036,045724.jpg,1472,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5036.jpg
5037,122300.jpg,2569,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5037.jpg
5038,113900.jpg,1543,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5038.jpg
5039,060259.jpg,59,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5039.jpg
5040,178608.jpg,125,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5040.jpg
5041,108406.jpg,4157,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5041.jpg
5042,184434.jpg,5273,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5042.jpg
5043,191449.jpg,5520,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5043.jpg
5044,021924.jpg,5222,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5044.jpg
5045,154451.jpg,1499,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5045.jpg
5046,004437.jpg,438,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5046.jpg
5047,163398.jpg,1293,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5047.jpg
5048,155215.jpg,2156,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5048.jpg
5049,011463.jpg,992,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5049.jpg
5050,005828.jpg,1835,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5050.jpg
5051,172773.jpg,276,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5051.jpg
5052,027798.jpg,2178,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5052.jpg
5053,025949.jpg,5254,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5053.jpg
5054,087423.jpg,394,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5054.jpg
5055,027489.jpg,403,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5055.jpg
5056,197685.jpg,7042,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5056.jpg
5057,111769.jpg,3983,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5057.jpg
5058,190023.jpg,5585,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5058.jpg
5059,131094.jpg,1711,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5059.jpg
5060,145852.jpg,2562,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5060.jpg
5061,047154.jpg,5495,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5061.jpg
5062,107679.jpg,3805,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5062.jpg
5063,171175.jpg,386,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5063.jpg
5064,025422.jpg,2334,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5064.jpg
5065,089749.jpg,5142,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5065.jpg
5066,118662.jpg,7233,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5066.jpg
5067,055946.jpg,7354,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5067.jpg
5068,155600.jpg,2472,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5068.jpg
5069,178009.jpg,1415,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5069.jpg
5070,199661.jpg,7573,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5070.jpg
5071,005810.jpg,8500,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5071.jpg
5072,063369.jpg,8494,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5072.jpg
5073,130058.jpg,3869,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5073.jpg
5074,192966.jpg,7438,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5074.jpg
5075,041699.jpg,7449,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5075.jpg
5076,105279.jpg,684,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5076.jpg
5077,140915.jpg,3875,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5077.jpg
5078,135230.jpg,7725,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5078.jpg
5079,162641.jpg,449,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5079.jpg
5080,030747.jpg,496,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5080.jpg
5081,095898.jpg,1537,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5081.jpg
5082,080460.jpg,3020,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5082.jpg
5083,085482.jpg,9797,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5083.jpg
5084,163429.jpg,1689,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5084.jpg
5085,124241.jpg,2472,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5085.jpg
5086,189141.jpg,6185,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5086.jpg
5087,182298.jpg,1346,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5087.jpg
5088,147266.jpg,5191,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5088.jpg
5089,144866.jpg,1805,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5089.jpg
5090,201532.jpg,7900,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5090.jpg
5091,014167.jpg,6002,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5091.jpg
5092,021856.jpg,9486,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5092.jpg
5093,092586.jpg,9024,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5093.jpg
5094,196346.jpg,5169,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5094.jpg
5095,137272.jpg,671,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5095.jpg
5096,055155.jpg,10175,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5096.jpg
5097,111501.jpg,8184,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5097.jpg
5098,087330.jpg,4430,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5098.jpg
5099,015747.jpg,1996,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5099.jpg
5100,200484.jpg,6090,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5100.jpg
5101,197379.jpg,6472,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5101.jpg
5102,195282.jpg,7900,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5102.jpg
5103,186527.jpg,6301,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5103.jpg
5104,083098.jpg,9362,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5104.jpg
5105,166034.jpg,3092,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5105.jpg
5106,138098.jpg,8514,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5106.jpg
5107,115481.jpg,1362,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5107.jpg
5108,072175.jpg,9787,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5108.jpg
5109,153040.jpg,863,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5109.jpg
5110,089469.jpg,32,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5110.jpg
5111,148233.jpg,8627,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5111.jpg
5112,065416.jpg,5144,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5112.jpg
5113,123759.jpg,4238,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5113.jpg
5114,085149.jpg,7596,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5114.jpg
5115,120843.jpg,3485,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5115.jpg
5116,135209.jpg,654,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5116.jpg
5117,038441.jpg,508,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5117.jpg
5118,181057.jpg,1321,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5118.jpg
5119,084642.jpg,8733,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5119.jpg
5120,102149.jpg,7552,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5120.jpg
5121,079776.jpg,7294,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5121.jpg
5122,023380.jpg,8511,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5122.jpg
5123,192658.jpg,8985,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5123.jpg
5124,185079.jpg,8420,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5124.jpg
5125,107297.jpg,7120,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5125.jpg
5126,103367.jpg,9610,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5126.jpg
5127,130940.jpg,8847,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5127.jpg
5128,011147.jpg,1025,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5128.jpg
5129,100520.jpg,7354,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5129.jpg
5130,123090.jpg,204,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5130.jpg
5131,061448.jpg,5190,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5131.jpg
5132,110671.jpg,5221,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5132.jpg
5133,096766.jpg,492,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5133.jpg
5134,140215.jpg,2960,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5134.jpg
5135,187584.jpg,5446,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5135.jpg
5136,108726.jpg,9159,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5136.jpg
5137,138844.jpg,2178,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5137.jpg
5138,020624.jpg,5942,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5138.jpg
5139,087790.jpg,6811,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5139.jpg
5140,056102.jpg,3868,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5140.jpg
5141,136454.jpg,8876,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5141.jpg
5142,032040.jpg,9901,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5142.jpg
5143,121172.jpg,8702,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5143.jpg
5144,109875.jpg,4620,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5144.jpg
5145,042598.jpg,1997,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5145.jpg
5146,174207.jpg,2957,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5146.jpg
5147,079338.jpg,5210,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5147.jpg
5148,051148.jpg,2654,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5148.jpg
5149,100122.jpg,6012,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5149.jpg
5150,118614.jpg,10156,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5150.jpg
5151,001542.jpg,7168,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5151.jpg
5152,087592.jpg,674,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5152.jpg
5153,095358.jpg,2174,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5153.jpg
5154,090385.jpg,861,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5154.jpg
5155,185200.jpg,6638,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5155.jpg
5156,028154.jpg,4914,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5156.jpg
5157,022324.jpg,2263,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5157.jpg
5158,038555.jpg,2377,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5158.jpg
5159,105301.jpg,9006,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5159.jpg
5160,034850.jpg,305,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5160.jpg
5161,010688.jpg,1128,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5161.jpg
5162,019673.jpg,7320,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5162.jpg
5163,021423.jpg,7312,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5163.jpg
5164,024353.jpg,3031,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5164.jpg
5165,137034.jpg,5716,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5165.jpg
5166,121632.jpg,5631,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5166.jpg
5167,081955.jpg,8722,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5167.jpg
5168,000836.jpg,3725,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5168.jpg
5169,029463.jpg,8224,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5169.jpg
5170,105983.jpg,8987,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5170.jpg
5171,116327.jpg,8875,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5171.jpg
5172,070123.jpg,7993,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5172.jpg
5173,186946.jpg,9496,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5173.jpg
5174,000942.jpg,4268,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5174.jpg
5175,092986.jpg,8776,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5175.jpg
5176,087826.jpg,8379,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5176.jpg
5177,015769.jpg,5346,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5177.jpg
5178,141316.jpg,4151,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5178.jpg
5179,130954.jpg,289,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5179.jpg
5180,160338.jpg,9277,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5180.jpg
5181,042173.jpg,8073,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5181.jpg
5182,106858.jpg,7449,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5182.jpg
5183,116624.jpg,2213,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5183.jpg
5184,030560.jpg,2960,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5184.jpg
5185,030217.jpg,5438,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5185.jpg
5186,114739.jpg,2964,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5186.jpg
5187,046058.jpg,5784,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5187.jpg
5188,024154.jpg,3081,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5188.jpg
5189,072467.jpg,3867,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5189.jpg
5190,058363.jpg,8710,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5190.jpg
5191,188843.jpg,7712,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5191.jpg
5192,030250.jpg,61,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5192.jpg
5193,125675.jpg,10014,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5193.jpg
5194,157280.jpg,6308,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5194.jpg
5195,049641.jpg,6308,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5195.jpg
5196,176359.jpg,4474,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5196.jpg
5197,069758.jpg,485,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5197.jpg
5198,081301.jpg,5198,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5198.jpg
5199,184443.jpg,5256,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5199.jpg
5200,183723.jpg,5260,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5200.jpg
5201,141570.jpg,5272,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\5201.jpg
