hq_id,original_file,identity,split,image_path,source_sha256
2929,102429.jpg,328,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2929.jpg,ca63930c86161cc0c78057c21216285eeabcc6f652242c7626949b54a0f981e1
2930,157551.jpg,3449,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2930.jpg,5e0bb0327cb2d4b66936ea207253cf54e36591f4c079b53df92a4b80f716458f
2931,108291.jpg,6770,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2931.jpg,16df576ec6490d5c0c6107ff49f134e87c8d5fb03395d1a76aac9e081ddb7a0f
2932,125269.jpg,1646,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2932.jpg,a6da26a6e23f9ef8707e22b215ee25d54beb4bc7090e8a44cdac6d47dd054f88
2933,003983.jpg,3478,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2933.jpg,663be68ed8994b5791d8a568dc1968dad66e4cf1c4354775494dc75c5643f472
2934,084662.jpg,2159,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2934.jpg,626a04bfc53bf775360e283f03c4ab577d372e47bd5a02a9e510b6ff5d0eba7e
2935,037340.jpg,7759,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2935.jpg,258e7b9039b4ac08ea1606381152e1d4d768a165d2e5281deedf127c6a92520a
2936,148893.jpg,3817,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2936.jpg,9bdbf266929f81138d4f33d4fdeedf62ff1d39c19cd783a4b01576bbed4d7af5
2937,021574.jpg,8275,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2937.jpg,1ce5903c8c3b4f999737664f100445726f03be431a149a59d0a3f160a58fb1d1
2938,150840.jpg,6704,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2938.jpg,730a63c58f18d8416d54c4726de4ce7d97c7edf425524556b53f7a875b7e6c90
2939,171449.jpg,1089,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2939.jpg,d3dd6b397cafbc8c418acb0d5280252b6f826758369a440d8b48729f1e380929
2940,198337.jpg,5253,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2940.jpg,000af679ea8285d8115fc7c2c28133ae7b731187386e5f0f6ce04cf7fa9270be
2941,034066.jpg,7142,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2941.jpg,e164b90d22691ca48e47ce786fb8970e7dcf23dcfde0e2ef8d8b835ab3945fea
2942,066922.jpg,389,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2942.jpg,e92ae9807e5dc810bc7235e32ac88e808a25efc81d5b01b418890c7a6e8218eb
2943,060323.jpg,9206,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2943.jpg,ea6f8abf3940849f7876b2af0ad98ee2b195ed9638fabf69bcbe8d63a95da9fb
2944,182594.jpg,4555,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2944.jpg,260b9734598e3b39df4caea7d30f726c39bcdb30a4f3c3183b54b7c93042f2cb
2945,038606.jpg,3056,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2945.jpg,753fce67eb3efdda59a17dfbbec5ed2176f10407cff9daea500779c49ee9f915
2946,199571.jpg,5158,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2946.jpg,d4ef09d2ba60181def19756806c494aa3c7f782783b2d02d290ea44d5d8381db
2947,137156.jpg,6746,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2947.jpg,a1c409d57a6fa35daf027fdd55146e77b640473eed13444a41e6f924e1d842d3
2948,188354.jpg,5520,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2948.jpg,d4b93f38920bc5512f2717fb1242c0ef6a6e689d758c41a3eed9a78dd6b34cc1
2949,156603.jpg,5451,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2949.jpg,333bc793e964f4f03704589b6590df81f82a165b0f45747822d14a5a29286b10
2950,175254.jpg,1927,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2950.jpg,e0e980c9cbee3ce2a3c3780b46eba4fe701692ff9568d9c76abe21af9636d6db
2951,013459.jpg,5917,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2951.jpg,5e86beddae48141c673d3676b942282606825121033a3d82bc113f0a2356dda5
2952,044635.jpg,1051,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2952.jpg,ee758fbb5eef4f858ed3d1d0b82fcac057e7bee5432fc82dae17cd8075a397d9
2953,137799.jpg,5018,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2953.jpg,5ac798890a0e4a92594a6f5d8b8dc2ee96d641026bd7c70948875438d4328aa4
2954,106292.jpg,2156,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2954.jpg,383ec713ad013b20fde613ec7af3144b271e049a0bf9ccf56be1ce6258477885
2955,187150.jpg,7226,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2955.jpg,6986f958847f41a0b12ff0c39aca08b979cd0a68f04d73422a33fe81f10626d0
2956,004475.jpg,5344,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2956.jpg,3d245731e26f8741d2efbbcc91d16e418ba52c7b382911bd0df84ecf4b9c8638
2957,030122.jpg,6811,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2957.jpg,f581e2c2df019a97bf945d1ca7788ef9c21472abb813c33ee0a04aaf2ed3b3ca
2958,189343.jpg,6857,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2958.jpg,f3385e92b324889b22ce4b4d91520a13c855716ff68475b6a3521855ea3bbbcb
2959,092627.jpg,7286,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2959.jpg,32023bbd06190075d70d46930e7f2ac0adcca081ec46648529baa60be99d43c5
2960,186420.jpg,6677,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2960.jpg,6ecc0680ec9b0b2b980e3a2ad28971142ef9403277fc101bb07bd11820b3ce21
2961,053383.jpg,3896,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2961.jpg,886229317324a6f7c02d178bfaaf61d9a427da09a2a66bb0a0613fe6f0fba158
2962,177420.jpg,1651,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2962.jpg,5432360efdb29eb587829e9685918ececbb2f6136e7fef1d12c3f7d458082960
2963,110567.jpg,7479,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2963.jpg,1e9900e677c075528cce472b07fe5b0796792ccedcce41630003e556176115c0
2964,192286.jpg,7883,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2964.jpg,818ad7419b06ce15d53735b505b1783f97248db86d4c0b5a395f7409b0b40334
2965,048239.jpg,7004,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2965.jpg,6390cc0fd18412bdecfa4fb1d305d37fd8b27c2c4cf6256b6c1adbd458abda33
2966,109160.jpg,5809,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2966.jpg,6331fcd37904d11b260645490bf40856ed14bd0d70012b1b03060ee98cb07d1c
2967,110453.jpg,8627,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2967.jpg,da6c24040373f8b9123650023e7aaa9442f85fe903afdff9c6d4f110ae7701e2
2968,015977.jpg,671,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2968.jpg,b2c320c4d2fc499e551d93c9ca8dba45e332881497c0c7cfb7f30d97662d4dc5
2969,077112.jpg,6355,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2969.jpg,2dd022b96eb044615a9ddf36f8f400fe5a69b6140718f21c949daf2c5c009a49
2970,040088.jpg,4154,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2970.jpg,d794c62995fecb5a671fcbdd1e9d053f2f70b5edce7901f453ad16c89a71c427
2971,154911.jpg,1499,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2971.jpg,160cc08db93c67b398626e7855be3b555eb908d6e6e92c410e0c47c341dc0358
2972,132098.jpg,5386,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2972.jpg,bbb8f8f984881dee1dc42998dbb4dbeb5ff23751979b461eb82976aa49762bab
2973,168921.jpg,1713,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2973.jpg,ab3c90180b5f4654a9f73e48043cee5c39f6f88a985f1dc06b2c8c73db5430c8
2974,037404.jpg,3882,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2974.jpg,ac245070775364e85d412efcb4bc152a548ab7456c94c6cd91fd800bae691c3a
2975,017961.jpg,5207,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2975.jpg,dd64a34f091f299d72cdc163cabc6b0c995f75d38a2103ad4aa684f00a53cde5
2976,145273.jpg,4691,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2976.jpg,3a841efca9b2ce5aa95477c0dfecffb8de78ed5b007fbcf23616d04f1b487756
2977,144776.jpg,8275,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2977.jpg,76fdb89981eaf5cc4612eb32deb0e5917f475fdf795b486080675fcace0fc756
2978,019323.jpg,7159,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2978.jpg,d094b329a0b9c89e85b129998692a993f32ff995f1718afa04dff85ed75de451
2979,143943.jpg,6833,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2979.jpg,4dd04894007c7d6e766db9c4c481e27743adbb675ed3309f8451452fc3d1ee5b
2980,091625.jpg,6628,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2980.jpg,c5c1492f4953a723007bed0310ea68199edb270189704278dedc8d3c47bfc1d4
2981,138869.jpg,2930,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2981.jpg,869e1f516aa47798e616ccce36b4b50b495da980c0ae2038f737e7d55c4d4dec
2982,054709.jpg,257,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2982.jpg,4d627583cee5b6ff9a133963e0426cee9e01cddf3be0df43b965fd707da4271f
2983,154900.jpg,674,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2983.jpg,91269509973138253ab2f60a638245f0342f6c7b9c5063975441ec199ef67724
2984,129085.jpg,2996,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2984.jpg,12a8dc214ec38d7808600b24b3f7c1c5262147bc61fca40ddc32733dd36f0cc4
2985,054279.jpg,1228,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2985.jpg,675ef5f1443ae85693b9277d5ac6267de4bf6120b4906c25ac8c50676ec5bcdb
2986,115806.jpg,931,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2986.jpg,548f06e6c4480e70439db8773f3d4cc1d2610e2043e417c26e767e8ccffc1bb6
2987,066748.jpg,5318,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2987.jpg,e67ee3ddd1e4f5e9408a1bc61f38eb4463f45d070d302ff6b262ecca01965d6c
2988,104368.jpg,8033,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2988.jpg,fea86bdc35e875db7399b08aa90c8ba2f323a313bf32f148c1bc49317f6558fc
2989,054039.jpg,721,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2989.jpg,b1fb2f513d7fe754d546ccd742f4b672cc79a6d7cb1e991b1175c01eb12e6e2e
2990,118456.jpg,5884,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2990.jpg,7f3b49cd7c4fa444235bddd83d07728d6701c38cb497180e624fc3a2f31052d6
2991,121495.jpg,4437,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2991.jpg,a79200244c0186c0e843e9e1be74982d3ce42d4fa84df788562d766de3ffc3ef
2992,107291.jpg,7048,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2992.jpg,e42e80cb24b97486fbb276115cdd89165ebaacbcbafaa2315725700e960ab941
2993,057690.jpg,4373,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2993.jpg,ba2e90f358b688ce65a79d2a22b0726a6fe7d9904bd848532c66e4e28455405e
2994,009463.jpg,3805,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2994.jpg,bbca5cfa0d14d044cc036e98e7283b51a90fd71219fa028be7e5fbe4ba43ec35
2995,160736.jpg,2603,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2995.jpg,937f87c7047ec49791ff414637412e755a855bad405b3667435b1c5c8364828a
2996,136656.jpg,1356,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2996.jpg,15ecd3d22a1ca07cd2377de30d3c94d3ec5355955cc3bdfd1365573862f7489f
2997,161997.jpg,2120,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2997.jpg,9a63b28a9f55ceb8009a1dd84614b42b8afad1ffabc5c0f85d1b285e516f6112
2998,141893.jpg,5781,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2998.jpg,4c3db2c57df64d0577a4e8e6fbca71d39b18e23a0050638e1172734153169598
2999,098455.jpg,6681,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\2999.jpg,bef1826426091261ecaeff180d5e64b3fd20f882a0493c072e165e00508a8c42
3000,072759.jpg,8660,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3000.jpg,fa6d5cd18b5ae8c7efe270351b2ba9c82fc3cd53f4539c9f1b5cf3541ec25873
3001,069924.jpg,5512,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3001.jpg,e6fcf65ccbcb81c01b0907f4bb8a5f7489f3f4f017cb4cfcbedbcaf4232df577
3002,058676.jpg,4874,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3002.jpg,a7eddb92a56e72ead5f50ab37aa03a8454bc5e24ac282f1d81f97334ac5f1187
3003,071834.jpg,5173,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3003.jpg,70ce23aee3a068744b20ac825175165e5abf1c8268f76628483c7cf724d02902
3004,149643.jpg,5532,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3004.jpg,343cbd1698a36798cc65bce3f833508847306e027a7607bb35ea93c6e1c0bbc7
3005,151164.jpg,3421,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3005.jpg,ffb50a01edab5c45b24c99e868b23416418e35cb22c1161cc8ecf642c123c836
3006,183821.jpg,5273,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3006.jpg,62d910abb92a1332da3792db89dabd743e67d5548b79cebb9ba2d9414d06d7a5
3007,000849.jpg,2250,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3007.jpg,e600fedb9fe2bac34180966533f7f3a01402133b7ee554564a51950ef40a52c6
3008,108915.jpg,239,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3008.jpg,3803c7bc0c5b8a9bc43db80d84deb1571c4d87480f7e5d46ff74709fd2b2bc9e
3009,179239.jpg,3059,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3009.jpg,0f193b36f5ecb72d81867ab27ab313531d3da4b13dbb9d1cf72ad1b94024df1c
3010,136040.jpg,1657,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3010.jpg,bcdef36cb67e7de7f8427e681b764293aa0bedab362a2672951bb59adccfe64f
3011,112555.jpg,4934,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3011.jpg,0a780cdc7efd4ec6ee380895a6032f04ea05433c33cc92298f3d9be7fdb6fe89
3012,178747.jpg,1927,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3012.jpg,fecbc185d1268ec3053d27dfb0f6d675518298f67dd4c6985f28d7ab279fae2b
3013,160426.jpg,2445,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3013.jpg,e1ea26f8705bdb7ae0268a0faeb66b48d3d28fecfa197ebfcc51b8cdba2cb429
3014,123924.jpg,94,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3014.jpg,daa04f63da84c78e685811b50096c579a8f3e2d371375f756af75a1c5405c493
3015,112400.jpg,4876,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3015.jpg,27ba524189830b1966fc4819efb2b13d03d6f245ceeddc563692d4d792e8e244
3016,003339.jpg,3808,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3016.jpg,d8fe04128285ea80ad33e86c35d3f078ca16a1fc6de097c9ef0a5702ce3253df
3017,091944.jpg,262,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3017.jpg,e7f77a78dc0e78c7ad05f840fe492c834000ccfb708a95fded1a4ec7affef18e
3018,084780.jpg,8290,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3018.jpg,6cc738b71f8e39bfa9b5a8a238918525cd77cbb6053bceac99aae323193efcd6
3019,176266.jpg,1590,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3019.jpg,972f0e27642d89d92c7821e7725a543922955e2c8ee3ccb1a484e3e1954fdabd
3020,072936.jpg,6097,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3020.jpg,c06480913b00bb37eb1d36470fe281fdd1ba5b991619ad07c45bc831ef4e627e
3021,144163.jpg,2921,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3021.jpg,359c45589f3652a7701ff66a25d855f392ddb063605dc1e34f198858f63f85c3
3022,147909.jpg,6420,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3022.jpg,d5847a0ce36f5e9c05696230e2eda6e2e140b35f691eb25aa74703e724a19501
3023,055306.jpg,3705,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3023.jpg,f8d166a9cc6d8bc9336301bf1389ad66618ad2547ab8478a0934dffbe265aa67
3024,028122.jpg,1472,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3024.jpg,815271b82ecbedd2ff1eae02ca0361b740fb747ceddcefa0827c2b0eff3ea46d
3025,039152.jpg,9079,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3025.jpg,c6ebc563402b7b82146e805fc629f0ff0f5b45f7a92b81585cd883e8d7d04dc6
3026,125017.jpg,9818,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3026.jpg,de637ddb6ff09921ada4457a4358548134f331e47c48c53c8d7ea54c388edd4b
3027,129078.jpg,3641,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3027.jpg,e4c27cacc17dcd11f55ff9caa3196ef8bff2322f736f57577380b46bfdbe6c53
3028,125853.jpg,1499,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3028.jpg,f61886aaca11698d6607d044a478e7f06cd56c5e7307faf21bd96ac0bcbd2ee3
3029,049783.jpg,2290,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3029.jpg,6d145a89e194cbb9a17375c00057e5661918e702d03b564f8d47bb04493d9dcf
3030,201708.jpg,5273,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3030.jpg,b081202592c141a34a9602bed8d97a7a4f7158baf1b720184edeea0f2dd0cd07
3031,193607.jpg,8015,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3031.jpg,ff488d950c80e4e17f658bd57b6a3f7b9b059ef00ccf3f26f14e4dede96e75bc
3032,150868.jpg,5018,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3032.jpg,6dbf4002453a0d02050b6bab26a94de7b407bc3d08ecf19f6a6da894a3d0c787
3033,124887.jpg,1429,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3033.jpg,4a2536ae9ef75beefda0e2e59d9d70e5d32b6d53fe60df894eb9b0aa05ebb7ab
3034,062700.jpg,4722,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3034.jpg,b4ba0ddd9ebd4c3a94d76762e5956d003daec65599b846eb2a1fab8b9bb64d5d
3035,116224.jpg,800,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3035.jpg,298bbbba101b696fd9b3f222a0077c3b29bdc5b71becd142be257a84f566dbb6
3036,010592.jpg,1389,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3036.jpg,47d8c536d3697702768b61850dcbd87b1d3bb2a90f36585f44ad62e7a7e9c042
3037,191780.jpg,8499,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3037.jpg,90974c6a39586d666cc06863467ea320b5f9c5274fb43fd90ce7fad6a5ea33f0
3038,048589.jpg,1977,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3038.jpg,c104e7e7c98c0f3108f9c2020fbbbe027b96174e41f5e9c74e6a64165340d2a3
3039,167802.jpg,439,val,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3039.jpg,cb089866968297fa4b04f371b0ffbcde44854ba3bbe99eba7824820fb564f817
3040,027673.jpg,5472,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3040.jpg,bd42c63a59089c6e3bf6c10b90616bb80bc4c5c2655f78ffcca5b5d42a3f97aa
3041,032383.jpg,8700,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3041.jpg,a5a39e569fa3433e9c72db9520981375f2f9ed097dacde7319f6e928c7127d37
3042,077658.jpg,7175,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3042.jpg,1de3d768f7dd065cfb8c7a8f496128ef449e695dd79d41da10ad76eb49fae679
3043,010241.jpg,7286,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3043.jpg,b816b09d0e6679aeb4b4a0ceeb223038837ce25cbd46d967f373392807402aaf
3044,084698.jpg,3029,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3044.jpg,c83eee92f1242d77deadde1bc6683cf91185ca4cd92acff98110a16ae9985e58
3045,115243.jpg,6024,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3045.jpg,507b1b2904807c480172c04fb39ee277ce3817981d2be94a3a6d614b39555af1
3046,009872.jpg,4028,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3046.jpg,aee05887e215f03455f61f6d0e2365f2b754e85abab05478cb0a97bc9e9ad7fc
3047,067441.jpg,2972,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3047.jpg,06673c2cdd59e084c5648a2017bac95b7bf7eb92f9ae2666e2bcc98cbc48eade
3048,130920.jpg,4849,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3048.jpg,9f170cb91c72d63b205a02f7d5a41ea7621f478a38b50f84b3fa2e262362fc79
3049,074934.jpg,931,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3049.jpg,fbc67e162a2c2f2dedce5d042c90df82443f4ecde4bf1b2be399a4d80485909a
3050,116589.jpg,2791,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3050.jpg,691881be4e2e2a47230b060a6d94bbd50f7a836aca833205d8c3dd62814db664
3051,019708.jpg,6833,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3051.jpg,ec891bea5b01f8350a49e303dce513e123ce06184659535cb5853a771732bf38
3052,078296.jpg,931,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3052.jpg,d73f98d2d59a9554e010c8bd157c02599286d6669c452a82f6f510a5f3ea3b99
3053,090941.jpg,301,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3053.jpg,522bf03e89ef3de9b48d0d3bc0025e5651427235fd7d0ce7b77e167829f7a4f0
3054,135391.jpg,7783,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3054.jpg,afd14f0e68bcb89e9f0e1002955d617976750b92795fa97c37856f4a52bea32b
3055,133926.jpg,6300,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3055.jpg,ab52bd42b1685caca98b68100138f023c652b2909f84c75bc86dc972cbccf91e
3056,112235.jpg,5024,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3056.jpg,a4a09d8d2a0d8fe9ec44cff28e5c0aa8ffebf0f062b9986d617a215aa25fd5ac
3057,188910.jpg,9841,test,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3057.jpg,77fa1d70ac38e070ee0b9032d5053409fd7755b2c389f517bc71c75373566b6a
3058,065735.jpg,313,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3058.jpg,8c5ae72a1afe17c2588ebd1cb37a46893c4f1c0270543563c8406ff03ad986a4
3059,001891.jpg,130,train,C:\Users\rehaa\Downloads\archive\CelebAMask-HQ\CelebA-HQ-img\3059.jpg,4e39b8753f74417aa355bb513e0ef866b562ec5ffea8955795d5cd27e21a522d
